Title,Date,View_URL,View,View1,middle,Author,colsm4,colsm42,colsm43,maintext,View4,View5,View6,View7,Like,socialshareicon,socialshareicon_URL,socialshareicon8,socialshareicon_URL9,socialshareicon10,socialshareicon_URL11,socialshareicon12,Content
Former Employee - Software Engineer,"September 11, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35869521.htm,"""Perfect for Job satisfaction""",5.0,,,Recommends,Approves of CEO,,I worked at Google full-time,Pros,The best reason to work at Google is the work environment they offered to employees.,Cons,I don't find any cons as such,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35869521.htm&text=Google+review+on+%23Glassdoor%3A+%22Perfect%20for%20Job%20satisfaction%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Perfect%20for%20Job%20satisfaction%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35869521.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35869521.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 11, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35869634.htm,"""Life at google""",5.0,in Hyderābād,Hyderābād,,,,I worked at Google full-time,Pros,Best work experience and learns alot,Cons,No cons as so far,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35869634.htm&text=Google+review+on+%23Glassdoor%3A+%22Life%20at%20google%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Life%20at%20google%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35869634.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35869634.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Intern,"September 12, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35871922.htm,"""Internship impression""",5.0,in Moscow,Moscow,Recommends,Approves of CEO,,I have been working at Google full-time for less than a year,Pros,"Friendly, responsive and professional teammates",Cons,"while I was here, I did not notice any cons",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35871922.htm&text=Google+review+on+%23Glassdoor%3A+%22Internship%20impression%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Internship%20impression%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35871922.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35871922.htm,Copy Link,Flag as Inappropriate
Current Employee - Editor,"September 12, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35874199.htm,"""Editor""",5.0,"in London, England","London, England",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,Nice vibe good friendly people,Cons,Hard work And lots of hours,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35874199.htm&text=Google+review+on+%23Glassdoor%3A+%22Editor%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Editor%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35874199.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35874199.htm,Copy Link,Flag as Inappropriate
Current Employee - Researcher,"September 12, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35874331.htm,""".""",5.0,,,,,,I have been working at Google full-time,Pros,the team and product are great,Cons,none that i can think of,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35874331.htm&text=Google+review+on+%23Glassdoor%3A+%22.%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22.%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35874331.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35874331.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Developer,"September 12, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35876834.htm,"""Good""",5.0,in Bangalore,Bangalore,Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than a year,Pros,"Everything is good here bruh , lol.",Cons,There seem to be no such cons in here.,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35876834.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35876834.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35876834.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 10, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35815447.htm,"""Time at google""",5.0,"in Dublin, Dublin","Dublin, Dublin",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than a year,Pros,"Great perks, work ethic and pay",Cons,None that come to mind,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35815447.htm&text=Google+review+on+%23Glassdoor%3A+%22Time%20at%20google%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Time%20at%20google%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35815447.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35815447.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 10, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35819381.htm,"""Great place to work""",5.0,"in New York, NY","New York, NY",,,,I have been working at Google full-time,Pros,"Fun culture, nice coworkers, pleasant atmosphere",Cons,Growing company has lead to a change in overall culture,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35819381.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35819381.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35819381.htm,Copy Link,Flag as Inappropriate
Current Employee - Senior User Experience Manager,"September 10, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35833146.htm,"""Great calibre of people, cutting edge technologies""",5.0,in Zürich,Zürich,Recommends,Approves of CEO,,I have been working at Google full-time for more than 8 years,Pros,Opportunity to work on impactful innovation,Cons,Becoming a big corporate and hierarchical organization,,Share on Facebook,"https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35833146.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20calibre%20of%20people,%20cutting%20edge%20technologies%22",Share on Twitter,"mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20calibre%20of%20people,%20cutting%20edge%20technologies%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35833146.htm",Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35833146.htm,Copy Link,Flag as Inappropriate
Current Employee - Creative Technologist,"September 11, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35853431.htm,"""Google is fast paced, forward thinking company with great employee benefits and internal culture.""",5.0,"in London, England","London, England",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 5 years,Pros,"Transparent with employees, ability to grow as a professional, product groups are open for collaboration,",Cons,The scale of Google / Alphabet as a company takes time to learn how to operate within and navigate the structure.,,Share on Facebook,"https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35853431.htm&text=Google+review+on+%23Glassdoor%3A+%22Google%20is%20fast%20paced,%20forward%20thinking%20company%20with%20great%20employee%20benefits%20and%20internal%20culture.%22",Share on Twitter,"mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Google%20is%20fast%20paced,%20forward%20thinking%20company%20with%20great%20employee%20benefits%20and%20internal%20culture.%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35853431.htm",Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35853431.htm,Copy Link,Flag as Inappropriate
Former Employee - Volunteer,"September 9, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35782971.htm,"""Great""",5.0,"in San Jose, CA","San Jose, CA",,,,I worked at Google part-time,Pros,Great job and benefits too,Cons,long hours that can be hard,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35782971.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35782971.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35782971.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 9, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35783920.htm,"""Challenging but enriching environment""",5.0,"in South San Francisco, CA","South San Francisco, CA",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than a year,Pros,Surrounded by great employees encouraging personal growth,Cons,Very competitive promotions and employment,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35783920.htm&text=Google+review+on+%23Glassdoor%3A+%22Challenging%20but%20enriching%20environment%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Challenging%20but%20enriching%20environment%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35783920.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35783920.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 9, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35790597.htm,"""Smart coworkers and great perks, but may have to fight for good projects""",5.0,"in Chicago, IL","Chicago, IL",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 5 years,Pros,"You get to work with some of the smartest people around. You get to use awesome developer tools-- everybody who leaves misses the tools. Great perks: free food, gym onsite, etc. Very stable and secure job (even during covid). It will look good on your resume forever if you can get here! I'd say try to get in and work a few years to build your skillset but if you don't get a good project then move on.",Cons,So many smart and ambitious people who want to do the Next Great Thing that it can be hard to get a chance to work on a good project. Some people can get lost in the shuffle. It is a Big Company. The interview to get in is a bit of a lottery-- lots of super smart people don't get in on the first try... or second try.,Continue reading,Share on Facebook,"https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35790597.htm&text=Google+review+on+%23Glassdoor%3A+%22Smart%20coworkers%20and%20great%20perks,%20but%20may%20have%20to%20fight%20for%20good%20projects%22",Share on Twitter,"mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Smart%20coworkers%20and%20great%20perks,%20but%20may%20have%20to%20fight%20for%20good%20projects%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35790597.htm",Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35790597.htm,Copy Link,Flag as Inappropriate
Former Employee - Tester,"September 10, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35798144.htm,"""The best""",5.0,"in Los Angeles, CA","Los Angeles, CA",,,,I worked at Google part-time for more than 8 years,Pros,"The best workplace ever, good job",Cons,Needs improvement on some areas,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35798144.htm&text=Google+review+on+%23Glassdoor%3A+%22The%20best%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22The%20best%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35798144.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35798144.htm,Copy Link,Flag as Inappropriate
Current Employee - Google Engineering Practicum,"September 10, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35806896.htm,"""google is great for work life balance""",5.0,"in San Francisco, CA","San Francisco, CA",,,,I have been working at Google full-time,Pros,"balance, salary , , , , ,, ,",Cons,"nothing , , , , , , , , , , ,",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35806896.htm&text=Google+review+on+%23Glassdoor%3A+%22google%20is%20great%20for%20work%20life%20balance%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22google%20is%20great%20for%20work%20life%20balance%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35806896.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35806896.htm,Copy Link,Flag as Inappropriate
Former Employee - Administrative Assistant,"September 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36287522.htm,"""Challenging Work""",4.0,"in San Francisco, CA","San Francisco, CA",,,,I worked at Google full-time,Pros,The benefits and perks are very good.,Cons,Work/life balance could be improved.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36287522.htm&text=Google+review+on+%23Glassdoor%3A+%22Challenging%20Work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Challenging%20Work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36287522.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36287522.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineering Director,"September 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36295072.htm,"""Great company""",4.0,"in Seattle, WA","Seattle, WA",,,,I have been working at Google full-time,Pros,Lots of opportunities for new and different work,Cons,Culture is becoming a bit of a problem. Sense of entitlement among employees is very high.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36295072.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20company%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20company%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36295072.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36295072.htm,Copy Link,Flag as Inappropriate
Current Employee - Content Analyst,"September 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36297052.htm,"""Analysing content specific language""",4.0,"in San Francisco, CA","San Francisco, CA",Recommends,Neutral Outlook,No Opinion of CEO,I have been working at Google full-time for less than a year,Pros,Great resources and learning during job,Cons,A very big company so the individualization is low,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36297052.htm&text=Google+review+on+%23Glassdoor%3A+%22Analysing%20content%20specific%20language%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Analysing%20content%20specific%20language%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36297052.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36297052.htm,Copy Link,Flag as Inappropriate
Former Employee - Research Scientist,"September 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36298379.htm,"""Google Beijing""",4.0,"in London, England","London, England",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time,Pros,good food and building etc,Cons,sometimes unstable working environment can be,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36298379.htm&text=Google+review+on+%23Glassdoor%3A+%22Google%20Beijing%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Google%20Beijing%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36298379.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36298379.htm,Copy Link,Flag as Inappropriate
Former Employee - Developer Relations,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35735646.htm,"""Google is a GREAT place to work""",5.0,"in Mountain View, CA","Mountain View, CA",Recommends,Positive Outlook,,I worked at Google full-time for more than 8 years,Pros,Google compensation is at the top of the market. Generous stock grants. Free food all day. Great managers.,Cons,None. Best employer of my career,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35735646.htm&text=Google+review+on+%23Glassdoor%3A+%22Google%20is%20a%20GREAT%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Google%20is%20a%20GREAT%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35735646.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35735646.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35736508.htm,"""Excelent""",5.0,"in Belo Horizonte, Minas Gerais","Belo Horizonte, Minas Gerais",,,,I worked at Google full-time for more than 3 years,Pros,"Respect employees, good salary, flexibility.",Cons,"Hard work, people expect a lot from you",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35736508.htm&text=Google+review+on+%23Glassdoor%3A+%22Excelent%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Excelent%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35736508.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35736508.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35739142.htm,"""Great google""",5.0,"in Gurgaon, Haryana","Gurgaon, Haryana",,,,I worked at Google full-time,Pros,So much salary esteem priceless,Cons,Too big. Follow your heart,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35739142.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20google%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20google%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35739142.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35739142.htm,Copy Link,Flag as Inappropriate
Current Employee - Catering Assistant,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35739215.htm,"""Fantastic""",5.0,"in London, England","London, England",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,"Fantastic, wonderful place and good environment",Cons,I don't have to say about it,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35739215.htm&text=Google+review+on+%23Glassdoor%3A+%22Fantastic%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Fantastic%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35739215.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35739215.htm,Copy Link,Flag as Inappropriate
Current Employee - Account Strategist,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35750762.htm,"""Great place to work""",5.0,in Tokyo,Tokyo,,,,I have been working at Google full-time,Pros,"Autonomy, Great people to work with",Cons,Needs to work in ambiguous environment,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35750762.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35750762.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35750762.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35751987.htm,"""google""",5.0,"in Mountain View, CA","Mountain View, CA",Doesn't Recommend,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,a good salary is given by it.,Cons,the very hectic work environment in it.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35751987.htm&text=Google+review+on+%23Glassdoor%3A+%22google%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22google%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35751987.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35751987.htm,Copy Link,Flag as Inappropriate
Current Employee - Business Analyst,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35752035.htm,"""Same""",5.0,"in Santa Clara, CA","Santa Clara, CA",,,,I have been working at Google full-time,Pros,"1. Work Environment
2. Schedule
3. Benefits 
4. Commute
5. Workers",Cons,"1. Schedule
2. Too much work
3. Services
4. hhfa
5. qqhhr",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35752035.htm&text=Google+review+on+%23Glassdoor%3A+%22Same%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Same%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35752035.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35752035.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35752896.htm,"""Pays well""",5.0,,,Recommends,Positive Outlook,,I have been working at Google full-time,Pros,"Pays well, work life well balanced",Cons,Nothing to really complain here,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35752896.htm&text=Google+review+on+%23Glassdoor%3A+%22Pays%20well%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Pays%20well%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35752896.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35752896.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35754533.htm,"""Good work life balance""",5.0,"in Sunnyvale, CA","Sunnyvale, CA",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,Very good work life balance. You'll never feel there's no work nor life.,Cons,Imposter syndrome is so real.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35754533.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%20work%20life%20balance%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%20work%20life%20balance%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35754533.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35754533.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 9, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35766371.htm,"""Great place to work""",5.0,"in Kirkland, WA","Kirkland, WA",Recommends,Positive Outlook,,I have been working at Google full-time for more than a year,Pros,You're treated spectacularly and the offices are amazing.,Cons,A lot of things are written in Java,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35766371.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35766371.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35766371.htm,Copy Link,Flag as Inappropriate
Former Employee - Intern,"September 9, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35766926.htm,"""Amazing team and opportunities""",5.0,in Budapest,Budapest,,,,I worked at Google full-time for less than a year,Pros,"Great office, free food and the projects are really interesting. Loads of workshops and overall amazing experience.",Cons,Sometimes managers give risky and hard tasks/projects to unexperienced interns.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35766926.htm&text=Google+review+on+%23Glassdoor%3A+%22Amazing%20team%20and%20opportunities%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Amazing%20team%20and%20opportunities%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35766926.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35766926.htm,Copy Link,Flag as Inappropriate
Former Employee - Programmatic Account Manager,"September 9, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35772210.htm,"""Great place to work!""",5.0,"in Dublin, Dublin","Dublin, Dublin",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than 5 years,Pros,"Worked with amazing people on interesting and fun challenges, and the company benefits are the best there is. Also great emphasis on work/life balance!",Cons,"Promotion cycle and process is just really long. Doesn't always seem fair or transparent, though they try to.",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35772210.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%20to%20work!%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%20to%20work!%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35772210.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35772210.htm,Copy Link,Flag as Inappropriate
